A,C,P,B,L,R,LA
2,8,72,49.4719,215.133,0.98,47
2,8,72,49.4621,228.067,0.96,47
2,8,86,47.5031,266.933,0.92,48
2,8,86,47.5389,304.933,0.88,48
2,8,86,47.5356,264.333,0.92,48
2,8,86,47.5194,211.6,1,48
2,8,86,47.5129,278.867,0.9,48
2,8,86,47.5812,212.4,1,48
2,8,86,47.4803,265.034,0.9,48
2,8,86,47.5584,251.4,0.96,48
2,8,86,47.4608,250.6,0.94,48
2,8,86,47.5096,251.6,0.94,48
2,8,86,47.5682,211.8,1,48
2,8,86,47.5421,237.667,0.96,48
2,8,86,47.5649,224.133,0.98,48
2,8,86,47.5649,226.133,0.98,48
2,8,86,47.5226,238.067,0.96,48
2,8,88,45.3569,230.8,0.94,49
2,8,88,45.3862,204.133,0.98,49
2,8,88,45.4415,204.333,0.98,49
2,8,88,45.3797,204.533,0.98,49
2,8,88,45.4025,203.333,0.98,49
2,8,88,45.4155,217.867,0.96,49
2,8,88,45.3862,218.267,0.96,49
2,8,88,45.4122,206.259,0.96,49
2,8,88,45.3634,217.467,0.96,49
2,8,88,45.3244,297.267,0.86,49
2,8,88,45.3407,378.667,0.82,49
2,8,88,45.383,204.533,0.98,49
2,8,88,45.3634,230.6,0.94,49
2,8,88,45.3634,204.422,0.96,49
2,8,88,45.3992,218.467,0.96,49
2,8,89,48.2018,284.133,0.92,50
2,8,89,48.2083,259.067,0.96,50
2,8,89,48.2278,231.6,1,50
2,8,89,48.1888,272,0.94,50
2,8,89,48.2246,274.4,0.94,50
2,8,89,48.2148,298.667,0.9,50
2,8,89,48.2311,232.2,1,50
2,8,89,48.2051,271.4,0.94,50
2,8,89,48.2311,245.533,0.98,50
2,8,89,48.2864,259.867,0.96,50
2,8,89,48.2181,273.6,0.94,50
2,8,89,48.2051,272.8,0.94,50
2,8,89,48.1758,245.034,0.96,50
2,8,89,48.1953,286.533,0.92,50
2,8,89,48.2311,285.733,0.92,50
2,8,90,49.1072,287.467,0.96,51
2,8,90,49.1397,314.533,0.92,51
2,8,90,49.1072,304.8,0.94,51
2,8,90,49.0812,287.067,0.96,51
2,8,90,49.0909,274.933,0.98,51
2,8,90,49.1658,314.533,0.92,51
2,8,90,49.1137,275.533,0.98,51
2,8,90,49.1104,274.533,0.98,51
2,8,90,49.1592,276.133,0.98,51
2,8,90,49.143,328.067,0.9,51
2,8,90,49.1853,274.133,0.98,51
2,8,90,49.1625,300,0.94,51
2,8,90,49.1104,300.8,0.94,51
2,8,90,49.1885,316.333,0.92,51
2,8,90,49.117,288.267,0.96,51
1,1,60,10.8136,586.232,0.48,52
1,1,60,10.8298,436.667,0.6,52
1,1,60,10.8494,423.333,0.62,52
1,1,60,10.8331,436.667,0.62,52
1,1,60,10.8331,556.667,0.56,52
1,1,60,10.8331,423.333,0.6,52
1,1,60,10.8136,463.333,0.56,52
1,1,60,10.8201,703.333,0.56,52
1,1,60,10.8591,343.333,0.7,52
1,1,60,10.8233,530,0.58,52
1,1,60,10.8429,436.667,0.66,52
1,1,60,10.8396,412.319,0.62,52
1,1,60,10.8298,458.163,0.6,52
1,1,60,10.8103,556.667,0.5,52
1,1,60,10.8103,730,0.56,52
1,1,69,10.8949,263.333,0.78,53
1,1,69,10.9014,250,0.8,53
1,1,69,10.8982,210,0.8,53
1,1,69,10.8656,250,0.74,53
1,1,69,10.8689,236.667,0.74,53
1,1,69,10.8656,290,0.72,53
1,1,69,10.9014,170,0.84,53
1,1,69,10.8754,263.333,0.74,53
1,1,69,10.8851,170,0.82,53
1,1,69,10.8819,236.667,0.8,53
1,1,69,10.8559,240.476,0.74,53
1,1,69,10.9047,236.667,0.78,53
1,1,69,10.8786,236.667,0.78,53
1,1,69,10.8819,226.871,0.76,53
1,1,69,10.8656,316.667,0.72,53
1,2,72,10.9079,236.667,0.78,54
1,2,72,10.8982,196.667,0.8,54
1,2,72,10.8689,294.898,0.72,54
1,2,72,10.8591,267.687,0.72,54
1,2,72,10.8721,349.32,0.7,54
1,2,72,10.8819,236.667,0.78,54
1,2,72,10.9079,223.333,0.78,54
1,2,72,10.8559,471.769,0.66,54
1,2,72,10.8721,223.333,0.76,54
1,2,72,10.8266,463.333,0.64,54
1,2,72,10.8851,223.333,0.78,54
1,2,72,10.8786,196.667,0.78,54
1,2,72,10.8721,172.449,0.8,54
1,2,72,10.8949,210,0.82,54
1,2,72,10.8591,423.333,0.66,54
1,2,87,13.1281,196.054,0.8,55
1,2,87,13.1346,233.333,0.8,55
1,2,87,13.1866,126.667,0.9,55
1,2,87,13.1281,246.667,0.78,55
1,2,87,13.1443,180,0.84,55
1,2,87,13.1411,220,0.82,55
1,2,87,13.1476,153.333,0.86,55
1,2,87,13.1313,233.333,0.8,55
1,2,87,13.1411,193.333,0.82,55
1,2,87,13.1346,233.333,0.76,55
1,2,87,13.1508,193.333,0.82,55
1,2,87,13.0858,353.333,0.68,55
1,2,87,13.1281,220,0.8,55
1,2,87,13.1508,193.333,0.84,55
1,2,87,13.089,353.333,0.68,55
1,4,60,13.1443,273.333,0.74,56
1,4,60,13.1736,153.333,0.86,56
1,4,60,13.1964,126.667,0.9,56
1,4,60,13.1801,233.333,0.82,56
1,4,60,13.1671,180,0.82,56
1,4,60,13.1736,166.667,0.86,56
1,4,60,13.1834,126.667,0.9,56
1,4,60,13.2029,113.333,0.92,56
1,4,60,13.1573,166.667,0.86,56
1,4,60,13.1638,206.667,0.82,56
1,4,60,13.1541,273.333,0.78,56
1,4,60,13.1769,114.422,0.9,56
1,4,60,13.1704,168.844,0.84,56
1,4,60,13.1671,193.333,0.82,56
1,4,60,13.1866,153.333,0.88,56
1,5,60,15.3742,336.667,0.76,57
1,5,60,15.358,336.667,0.66,57
1,5,60,15.397,270,0.74,57
1,5,60,15.3742,230,0.78,57
1,5,60,15.3938,243.333,0.78,57
1,5,60,15.4295,216.667,0.8,57
1,5,60,15.3742,260.476,0.76,57
1,5,60,15.3254,456.667,0.62,57
1,5,60,15.3905,278.333,0.74,57
1,5,60,15.3417,523.333,0.66,57
1,5,60,15.4133,233.265,0.78,57
1,5,60,15.4133,176.667,0.84,57
1,5,60,15.3547,323.333,0.72,57
1,5,60,15.4328,190,0.84,57
1,5,60,15.3352,443.333,0.68,57
1,5,91,11.5993,123.333,0.92,58
1,5,91,11.583,176.667,0.86,58
1,5,91,11.5245,430,0.66,58
1,5,91,11.6058,110,0.94,58
1,5,91,11.5147,233.265,0.78,58
1,5,91,11.5928,136.667,0.92,58
1,5,91,11.5668,203.333,0.82,58
1,5,91,11.544,256.667,0.78,58
1,5,91,11.4887,410.136,0.66,58
1,5,91,11.5993,136.667,0.92,58
1,5,91,11.583,136.667,0.9,58
1,5,91,11.5082,270,0.74,58
1,5,91,11.5082,270,0.78,58
1,5,91,11.531,270,0.74,58
1,5,91,11.6091,176.667,0.88,58
1,6,91,13.7804,306.667,0.74,59
1,6,91,13.7967,240,0.8,59
1,6,91,13.7056,533.333,0.58,59
1,6,91,13.6991,441.111,0.6,59
1,6,91,13.7999,266.667,0.76,59
1,6,91,13.7609,333.333,0.68,59
1,6,91,13.6763,556.19,0.54,59
1,6,91,13.7349,386.667,0.64,59
1,6,91,13.6926,400,0.68,59
1,6,91,13.7153,371.667,0.62,59
1,6,91,13.8032,266.667,0.8,59
1,6,91,13.7999,280,0.8,59
1,6,91,13.7869,280,0.76,59
1,6,91,13.7771,280,0.78,59
1,6,91,13.7381,455,0.64,59
1,7,60,19.8861,303.333,0.78,60
1,7,60,19.8308,343.333,0.72,60
1,7,60,19.8308,290,0.72,60
1,7,60,19.8763,236.667,0.8,60
1,7,60,19.7625,383.333,0.66,60
1,7,60,19.8568,316.667,0.74,60
1,7,60,19.8536,383.333,0.72,60
1,7,60,19.8178,436.667,0.7,60
1,7,60,19.8015,423.333,0.64,60
1,7,60,19.8178,321.293,0.7,60
1,7,60,19.834,284.444,0.72,60
1,7,60,19.9154,263.333,0.78,60
1,7,60,19.8958,263.333,0.82,60
1,7,60,19.7852,495.797,0.56,60
1,7,60,19.9154,250,0.8,60
1,7,91,22.0672,300,0.76,61
1,7,91,22.0672,322.222,0.7,61
1,7,91,22.0249,475,0.64,61
1,7,91,21.9989,433.333,0.64,61
1,7,91,22.0086,393.333,0.66,61
1,7,91,22.1225,260,0.82,61
1,7,91,22.0574,300,0.74,61
1,7,91,22.0704,433.333,0.7,61
1,7,91,22.0965,313.333,0.76,61
1,7,91,21.9891,433.333,0.62,61
1,7,91,21.9663,497.163,0.6,61
1,7,91,22.0737,313.333,0.76,61
1,7,91,22.0737,380,0.68,61
1,7,91,22.0412,380,0.68,61
1,7,91,22.0119,486.667,0.6,61
1,7,92,22.0639,766.667,0.62,62
1,7,92,22.0802,263.265,0.76,62
1,7,92,21.9859,420,0.64,62
1,7,92,22.0639,290.476,0.72,62
1,7,92,22.0184,446.667,0.66,62
1,7,92,22.0542,331.293,0.7,62
1,7,92,22.0184,393.333,0.7,62
1,7,92,22.0216,806.667,0.7,62
1,7,92,22.0379,366.667,0.68,62
1,7,92,22.0281,513.333,0.64,62
1,7,92,22.0151,300,0.72,62
1,7,92,21.9989,562.585,0.58,62
1,7,92,22.0184,420,0.7,62
1,7,92,22.0281,326.667,0.72,62
1,7,92,22.0379,340,0.7,62
1,8,60,20.0561,399.32,0.66,63
1,8,60,20.1862,260,0.8,63
1,8,60,20.0659,385.714,0.64,63
1,8,60,20.1862,326.667,0.76,63
1,8,60,20.1992,199.291,0.82,63
1,8,60,20.1081,486.667,0.7,63
1,8,60,20.0659,620,0.58,63
1,8,60,20.1504,313.333,0.76,63
1,8,60,20.1797,249.66,0.8,63
1,8,60,20.183,393.333,0.68,63
1,8,60,20.0301,491.304,0.58,63
1,8,60,20.1992,273.333,0.76,63
1,8,60,20.1635,276.871,0.76,63
1,8,60,20.183,233.333,0.82,63
1,8,60,20.0594,440.136,0.62,63
1,8,63,22.09,326.667,0.74,64
1,8,63,22.0151,433.333,0.68,64
1,8,63,22.0509,420,0.72,64
1,8,63,22.0867,500,0.68,64
1,8,63,21.9826,433.333,0.64,64
1,8,63,22.0802,340,0.72,64
1,8,63,21.9761,446.667,0.6,64
1,8,63,22.0086,393.333,0.66,64
1,8,63,22.0997,300,0.76,64
1,8,63,21.9728,514.815,0.58,64
1,8,63,22.0509,340,0.72,64
1,8,63,22.168,246.667,0.82,64
1,8,63,22.0151,406.667,0.68,64
1,8,63,22.0542,460,0.64,64
1,8,63,21.9989,540,0.6,64
1,8,88,24.3556,243.333,0.8,65
1,8,88,24.3199,323.333,0.74,65
1,8,88,24.3947,230,0.82,65
1,8,88,24.2418,590,0.66,65
1,8,88,24.2678,523.333,0.62,65
1,8,88,24.3296,336.667,0.74,65
1,8,88,24.3459,310,0.76,65
1,8,88,24.3264,390,0.74,65
1,8,88,24.3101,283.333,0.76,65
1,8,88,24.2971,336.667,0.74,65
1,8,88,24.3296,296.667,0.78,65
1,8,88,24.3264,323.333,0.76,65
1,8,88,24.2223,416.667,0.66,65
1,8,88,24.3556,336.667,0.78,65
1,8,88,24.2581,310,0.74,65
1,8,90,24.3394,296.667,0.78,66
1,8,90,24.2711,430,0.72,66
1,8,90,24.3166,270,0.78,66
1,8,90,24.3817,363.333,0.78,66
1,8,90,24.2581,510,0.66,66
1,8,90,24.3003,558.98,0.6,66
1,8,90,24.3426,368.503,0.7,66
1,8,90,24.4467,230,0.84,66
1,8,90,24.2743,403.333,0.68,66
1,8,90,24.2971,304.444,0.72,66
1,8,90,24.193,365.319,0.68,66
1,8,90,24.2711,376.667,0.74,66
1,8,90,24.1832,496.667,0.62,66
1,8,90,24.2027,336.95,0.66,66
1,8,90,24.3231,323.333,0.74,66
3,1,60,20.6565,163.333,0.98,0
3,1,60,20.6435,150,1,0
3,1,60,20.6435,163.333,0.98,0
3,1,60,20.6825,163.333,0.98,0
3,1,60,20.663,150.2,1,0
3,1,60,20.6533,163.533,0.98,0
3,1,60,20.6565,176.667,0.96,0
3,1,60,20.6533,150.4,1,0
3,1,60,20.663,150,1,0
3,1,60,20.6403,151.4,1,0
3,1,60,20.6468,163.533,0.98,0
3,1,60,20.6207,163.333,0.98,0
3,1,60,20.6695,163.533,0.98,0
3,1,60,20.6663,163.533,0.98,0
3,1,60,20.6435,190.4,0.96,0
3,1,69,18.6812,150.2,1,1
3,1,69,18.7333,151.4,1,1
3,1,69,18.6942,150.2,1,1
3,1,69,18.7072,150.4,1,1
3,1,69,18.704,150.2,1,1
3,1,69,18.7105,150.6,1,1
3,1,69,18.678,163.333,0.98,1
3,1,69,18.7072,150,1,1
3,1,69,18.7072,150.2,1,1
3,1,69,18.704,150,1,1
3,1,69,18.6877,150,1,1
3,1,69,18.704,163.533,0.98,1
3,1,69,18.691,150.4,1,1
3,1,69,18.6975,150.6,1,1
3,1,69,18.7072,150.2,1,1
3,2,60,24.987,130,1,2
3,2,60,24.9773,130,1,2
3,2,60,25.0098,143.933,0.98,2
3,2,60,25.0066,130.4,1,2
3,2,60,25.0033,130,1,2
3,2,60,24.9805,130,1,2
3,2,60,24.987,130,1,2
3,2,60,24.9675,130,1,2
3,2,60,25.0066,130.2,1,2
3,2,60,24.9708,130.2,1,2
3,2,60,24.987,130.8,1,2
3,2,60,24.9838,143.533,0.98,2
3,2,60,25.0066,130.6,1,2
3,2,60,24.9805,130.2,1,2
3,2,60,24.974,130.2,1,2
3,2,72,29.0003,130.2,1,3
3,2,72,29.0068,130.2,1,3
3,2,72,29.0068,130.2,1,3
3,2,72,29.0231,130.4,1,3
3,2,72,29.0068,130.2,1,3
3,2,72,29.0003,143.333,0.98,3
3,2,72,29.0101,130,1,3
3,2,72,29.0361,130.2,1,3
3,2,72,28.984,130,1,3
3,2,72,28.9971,130.2,1,3
3,2,72,29.0036,130.2,1,3
3,2,72,29.0101,130.2,1,3
3,2,72,29.0003,130,1,3
3,2,72,28.9873,130,1,3
3,2,72,29.0068,130,1,3
3,2,87,25.8395,160,1,4
3,2,87,25.8428,160,1,4
3,2,87,25.8298,160,1,4
3,2,87,25.8298,160.2,1,4
3,2,87,25.8298,160,1,4
3,2,87,25.8395,160.2,1,4
3,2,87,25.8232,160,1,4
3,2,87,25.8363,160.2,1,4
3,2,87,25.8428,160,1,4
3,2,87,25.8395,160,1,4
3,2,87,25.8428,160.2,1,4
3,2,87,25.8395,160.6,1,4
3,2,87,25.8265,160,1,4
3,2,87,25.8363,160.2,1,4
3,2,87,25.8363,160.2,1,4
3,4,60,31.7663,150,1,5
3,4,60,31.7793,150,1,5
3,4,60,31.7598,150,1,5
3,4,60,31.7793,150.4,1,5
3,4,60,31.7793,150.2,1,5
3,4,60,31.7728,150.2,1,5
3,4,60,31.7793,150,1,5
3,4,60,31.7728,150.2,1,5
3,4,60,31.763,150,1,5
3,4,60,31.7728,150.6,1,5
3,4,60,31.7793,150,1,5
3,4,60,31.7858,150.2,1,5
3,4,60,31.763,150.2,1,5
3,4,60,31.776,150.2,1,5
3,4,60,31.789,150.8,1,5
3,4,90,28.1223,183.533,0.98,6
3,4,90,28.1256,170.2,1,6
3,4,90,28.1288,170.6,1,6
3,4,90,28.1191,170.2,1,6
3,4,90,28.106,170,1,6
3,4,90,28.1126,170.2,1,6
3,4,90,28.1256,170.6,1,6
3,4,90,28.1256,170,1,6
3,4,90,28.1191,170,1,6
3,4,90,28.1158,170,1,6
3,4,90,28.1256,170.2,1,6
3,4,90,28.106,170,1,6
3,4,90,28.1126,170.2,1,6
3,4,90,28.1321,170.2,1,6
3,4,90,28.1158,170.2,1,6
3,5,60,36.8443,180.6,1,7
3,5,60,36.8443,181,1,7
3,5,60,36.8541,180.4,1,7
3,5,60,36.8638,180.6,1,7
3,5,60,36.8411,180.4,1,7
3,5,60,36.8313,180,1,7
3,5,60,36.8508,180,1,7
3,5,60,36.8378,180.6,1,7
3,5,60,36.8508,180.6,1,7
3,5,60,36.8378,180.2,1,7
3,5,60,36.8476,180.6,1,7
3,5,60,36.8476,180.6,1,7
3,5,60,36.8508,180.2,1,7
3,5,60,36.8313,180.2,1,7
3,5,60,36.8346,180,1,7
3,5,91,31.4341,180.2,1,8
3,5,91,31.4276,180.4,1,8
3,5,91,31.4276,180,1,8
3,5,91,31.4374,180,1,8
3,5,91,31.4243,180,1,8
3,5,91,31.4471,181,1,8
3,5,91,31.4341,180,1,8
3,5,91,31.4471,180.4,1,8
3,5,91,31.4341,180.4,1,8
3,5,91,31.4406,180.4,1,8
3,5,91,31.4504,180,1,8
3,5,91,31.4504,180.8,1,8
3,5,91,31.4309,180.2,1,8
3,5,91,31.4601,180.8,1,8
3,5,91,31.4471,180.6,1,8
3,5,92,31.4341,190,1,9
3,5,92,31.4374,190.6,1,9
3,5,92,31.4341,190.2,1,9
3,5,92,31.4146,190.2,1,9
3,5,92,31.4341,190,1,9
3,5,92,31.4146,190,1,9
3,5,92,31.4309,190.8,1,9
3,5,92,31.4211,203.533,0.98,9
3,5,92,31.4439,190.2,1,9
3,5,92,31.4374,190.4,1,9
3,5,92,31.4504,190.2,1,9
3,5,92,31.4439,190.4,1,9
3,5,92,31.4309,190.4,1,9
3,5,92,31.4504,190.4,1,9
3,5,92,31.4341,190,1,9
3,6,91,38.9422,240,1,10
3,6,91,38.9389,253.333,0.98,10
3,6,91,38.9747,240.4,1,10
3,6,91,38.9552,240.2,1,10
3,6,91,38.9845,240.2,1,10
3,6,91,38.9422,240.2,1,10
3,6,91,38.965,240,1,10
3,6,91,38.9812,240.2,1,10
3,6,91,38.9682,240.4,1,10
3,6,91,38.9552,240.8,1,10
3,6,91,38.9585,240,1,10
3,6,91,38.965,240.6,1,10
3,6,91,38.965,240.2,1,10
3,6,91,38.9715,240.4,1,10
3,6,91,38.9682,240.2,1,10
3,6,92,38.9617,230.2,1,11
3,6,92,38.9585,230.2,1,11
3,6,92,38.9617,243.733,0.98,11
3,6,92,38.9682,231,1,11
3,6,92,38.965,230.4,1,11
3,6,92,38.9552,230.6,1,11
3,6,92,38.9682,231,1,11
3,6,92,38.9682,230,1,11
3,6,92,38.965,243.733,0.98,11
3,6,92,38.9585,230.6,1,11
3,6,92,38.9585,243.733,0.98,11
3,6,92,38.9682,230.2,1,11
3,6,92,38.952,230.2,1,11
3,6,92,38.9487,230.2,1,11
3,6,92,38.9422,230.2,1,11
3,7,60,41.4169,220.8,1,12
3,7,60,41.4234,220.6,1,12
3,7,60,41.4169,220.2,1,12
3,7,60,41.4202,220.8,1,12
3,7,60,41.4267,220.2,1,12
3,7,60,41.443,220.8,1,12
3,7,60,41.3877,220.4,1,12
3,7,60,41.4137,220.8,1,12
3,7,60,41.3877,220.6,1,12
3,7,60,41.4137,220.6,1,12
3,7,60,41.4202,220.2,1,12
3,7,60,41.4137,220.8,1,12
3,7,60,41.4169,221,1,12
3,7,60,41.4169,220.6,1,12
3,7,60,41.4104,220.8,1,12
3,7,64,41.5739,230.2,1,13
3,7,64,41.5837,230.2,1,13
3,7,64,41.5902,230,1,13
3,7,64,41.5902,230.4,1,13
3,7,64,41.5837,230.4,1,13
3,7,64,41.6227,230.2,1,13
3,7,64,41.6,231.4,1,13
3,7,64,41.5739,230.2,1,13
3,7,64,41.5804,230,1,13
3,7,64,41.6,230.4,1,13
3,7,64,41.5804,230,1,13
3,7,64,41.6065,230,1,13
3,7,64,41.5869,230.2,1,13
3,7,64,41.5837,230,1,13
3,7,64,41.6227,231.6,1,13
3,7,91,45.0915,281,1,14
3,7,91,45.1078,293.933,0.98,14
3,7,91,45.098,280.2,1,14
3,7,91,45.1045,293.933,0.98,14
3,7,91,45.0753,281,1,14
3,7,91,45.111,280.8,1,14
3,7,91,45.085,293.333,0.98,14
3,7,91,45.1241,280.2,1,14
3,7,91,45.0915,281,1,14
3,7,91,45.0753,293.733,0.98,14
3,7,91,45.0948,280.6,1,14
3,7,91,45.1013,281,1,14
3,7,91,45.0753,280.2,1,14
3,7,91,45.085,281.2,1,14
3,7,91,45.098,280.8,1,14
3,7,92,45.2453,283.733,0.98,15
3,7,92,45.2941,270,1,15
3,7,92,45.2615,270.2,1,15
3,7,92,45.2485,270.4,1,15
3,7,92,45.2746,271.2,1,15
3,7,92,45.2485,270.4,1,15
3,7,92,45.2648,270.2,1,15
3,7,92,45.2648,270,1,15
3,7,92,45.2778,271.6,1,15
3,7,92,45.268,270,1,15
3,7,92,45.2746,270.4,1,15
3,7,92,45.2583,270.4,1,15
3,7,92,45.2876,270.2,1,15
3,7,92,45.2648,270,1,15
3,7,92,45.2778,270,1,15
3,8,60,46.9855,240.2,1,16
3,8,60,46.992,240.6,1,16
3,8,60,46.9985,240,1,16
3,8,60,46.9953,253.333,0.98,16
3,8,60,47.0115,240.4,1,16
3,8,60,46.9888,240.2,1,16
3,8,60,46.9985,240.4,1,16
3,8,60,46.979,240,1,16
3,8,60,46.9953,240.8,1,16
3,8,60,47.005,240.6,1,16
3,8,60,47.0278,240.8,1,16
3,8,60,47.0018,240.4,1,16
3,8,60,47.005,240.2,1,16
3,8,60,46.9953,240.4,1,16
3,8,60,46.9822,240.2,1,16
3,8,63,50.8418,240.4,1,17
3,8,63,50.8288,240,1,17
3,8,63,50.8222,240.2,1,17
3,8,63,50.8157,253.333,0.98,17
3,8,63,50.832,240.4,1,17
3,8,63,50.832,240.4,1,17
3,8,63,50.8385,240.8,1,17
3,8,63,50.8548,254.133,0.98,17
3,8,63,50.819,240.2,1,17
3,8,63,50.8515,253.733,0.98,17
3,8,63,50.8613,240.4,1,17
3,8,63,50.8288,240,1,17
3,8,63,50.8288,253.733,0.98,17
3,8,63,50.8613,240.6,1,17
3,8,63,50.8548,240.4,1,17
3,8,64,50.819,250,1,18
3,8,64,50.8353,250.4,1,18
3,8,64,50.8645,250.6,1,18
3,8,64,50.8645,250.2,1,18
3,8,64,50.8678,250.6,1,18
3,8,64,50.8288,250,1,18
3,8,64,50.8483,250.2,1,18
3,8,64,50.819,250.6,1,18
3,8,64,50.8548,250.4,1,18
3,8,64,50.8548,250.4,1,18
3,8,64,50.8743,250,1,18
3,8,64,50.832,250,1,18
3,8,64,50.8385,250.4,1,18
3,8,64,50.845,250,1,18
3,8,64,50.8255,250,1,18
3,8,71,50.8255,260.2,1,19
3,8,71,50.8743,260.2,1,19
3,8,71,50.8385,260.2,1,19
3,8,71,50.819,260.4,1,19
3,8,71,50.8483,260.2,1,19
3,8,71,50.8353,260.2,1,19
3,8,71,50.819,260,1,19
3,8,71,50.832,260,1,19
3,8,71,50.845,260.2,1,19
3,8,71,50.8385,260.2,1,19
3,8,71,50.845,260,1,19
3,8,71,50.8483,260.4,1,19
3,8,71,50.8288,260,1,19
3,8,71,50.8353,260.2,1,19
3,8,71,50.845,260.2,1,19
3,8,72,51.0411,270.4,1,20
3,8,72,51.015,270.4,1,20
3,8,72,51.0085,270.2,1,20
3,8,72,51.015,271,1,20
3,8,72,51.0248,270.2,1,20
3,8,72,51.0183,270.2,1,20
3,8,72,51.0118,270.2,1,20
3,8,72,51.015,270,1,20
3,8,72,50.9988,270,1,20
3,8,72,51.0183,270.4,1,20
3,8,72,51.0248,270.4,1,20
3,8,72,50.9923,270,1,20
3,8,72,50.9858,270.2,1,20
3,8,72,51.0313,270.2,1,20
3,8,72,51.002,270.2,1,20
3,8,86,49.0723,290,1,21
3,8,86,49.1341,290.6,1,21
3,8,86,49.0788,290.4,1,21
3,8,86,49.0755,290.2,1,21
3,8,86,49.1211,291.4,1,21
3,8,86,49.0853,290.4,1,21
3,8,86,49.0755,290,1,21
3,8,86,49.1015,290.2,1,21
3,8,86,49.095,290.4,1,21
3,8,86,49.0853,290.4,1,21
3,8,86,49.1146,290,1,21
3,8,86,49.1048,304.133,0.98,21
3,8,86,49.0723,303.733,0.98,21
3,8,86,49.1015,303.533,0.98,21
3,8,86,49.095,290.4,1,21
3,8,88,47.1677,270.4,1,22
3,8,88,47.1547,270,1,22
3,8,88,47.2035,270.2,1,22
3,8,88,47.1742,270.2,1,22
3,8,88,47.1579,283.533,0.98,22
3,8,88,47.1905,271,1,22
3,8,88,47.1612,270,1,22
3,8,88,47.1807,270.2,1,22
3,8,88,47.1677,270,1,22
3,8,88,47.1937,270,1,22
3,8,88,47.1839,270.2,1,22
3,8,88,47.1417,283.333,0.98,22
3,8,88,47.1742,270.4,1,22
3,8,88,47.1677,270.4,1,22
3,8,88,47.1709,270.4,1,22
3,8,89,49.9735,320.2,1,23
3,8,89,49.9833,320,1,23
3,8,89,49.9865,320.2,1,23
3,8,89,49.9638,320.2,1,23
3,8,89,49.9638,320.8,1,23
3,8,89,49.9833,320.2,1,23
3,8,89,49.9735,321.2,1,23
3,8,89,49.954,320.4,1,23
3,8,89,49.9703,320.4,1,23
3,8,89,49.9735,320.2,1,23
3,8,89,49.9703,320.4,1,23
3,8,89,49.9605,320,1,23
3,8,89,49.9768,320.6,1,23
3,8,89,49.9638,333.533,0.98,23
3,8,89,49.9833,320.8,1,23
3,8,90,50.8626,350,1,24
3,8,90,50.8431,350,1,24
3,8,90,50.8399,350,1,24
3,8,90,50.8659,350.4,1,24
3,8,90,50.8691,350.2,1,24
3,8,90,50.8496,350.2,1,24
3,8,90,50.8789,363.533,0.98,24
3,8,90,50.8561,350.2,1,24
3,8,90,50.8399,350,1,24
3,8,90,50.8659,350,1,24
3,8,90,50.8594,350.2,1,24
3,8,90,50.8496,350.2,1,24
3,8,90,50.8399,350.2,1,24
3,8,90,50.8529,350.4,1,24
3,8,90,50.8626,350.6,1,24
2,1,60,19.9602,164.133,0.92,25
2,1,60,19.9472,190,0.9,25
2,1,60,19.97,137.867,0.96,25
2,1,60,19.9667,163.733,0.92,25
2,1,60,19.9537,190,0.9,25
2,1,60,19.97,137.067,0.96,25
2,1,60,19.97,137.211,0.94,25
2,1,60,19.9504,150.4,0.94,25
2,1,60,19.9732,163.333,0.92,25
2,1,60,19.9569,151.2,0.94,25
2,1,60,19.9049,270.8,0.82,25
2,1,60,19.97,177.067,0.9,25
2,1,60,19.9765,176.667,0.9,25
2,1,60,19.97,137.067,0.96,25
2,1,60,19.9732,137.067,0.96,25
2,1,69,18.0337,137.067,0.96,26
2,1,69,17.9719,164.133,0.92,26
2,1,69,17.9881,137.467,0.96,26
2,1,69,18.0272,137.067,0.96,26
2,1,69,18.0044,137.067,0.96,26
2,1,69,17.9979,150,0.94,26
2,1,69,18.0142,110.8,1,26
2,1,69,17.9947,137.067,0.96,26
2,1,69,17.9947,163.333,0.92,26
2,1,69,18.0044,150.4,0.94,26
2,1,69,17.9849,123.333,0.98,26
2,1,69,17.9816,150.8,0.94,26
2,1,69,17.9979,110.4,1,26
2,1,69,17.9784,150.8,0.94,26
2,1,69,18.0044,110,1,26
2,2,60,24.3265,129.867,0.96,27
2,2,60,24.3753,156.733,0.94,27
2,2,60,24.3818,143.2,0.94,27
2,2,60,24.3688,169.267,0.9,27
2,2,60,24.4208,129.667,0.96,27
2,2,60,24.3265,141.8,0.94,27
2,2,60,24.3525,168.267,0.92,27
2,2,60,24.3233,263.4,0.84,27
2,2,60,24.3753,156.133,0.92,27
2,2,60,24.3395,128.639,0.94,27
2,2,60,24.333,143.2,0.94,27
2,2,60,24.3525,130.067,0.96,27
2,2,60,24.3753,156.133,0.92,27
2,2,60,24.3688,115.533,0.98,27
2,2,60,24.346,103.8,1,27
2,2,72,28.3365,113.733,0.98,28
2,2,72,28.3463,100.4,1,28
2,2,72,28.33,140.4,0.94,28
2,2,72,28.3072,140.4,0.94,28
2,2,72,28.3495,127.067,0.96,28
2,2,72,28.3235,127.067,0.96,28
2,2,72,28.33,154.133,0.94,28
2,2,72,28.343,140.4,0.94,28
2,2,72,28.3788,127.467,0.96,28
2,2,72,28.3821,114.933,0.98,28
2,2,72,28.3007,140.8,0.94,28
